Creator Name,Creator Channel,Link Primary,Platform Primary,Platform Secondary,Origin List,Topic/Category,Geography,Groups,New Tags,Special Lists,Notes
Yessina Funes,Possibilities,https://www.possibilities.news/,Newsetter - Ghost,,Project C Top Fifty Nominee,Climate/Environment,"New York, NY","Science, Health & Environment",,,Borderline freelance-y
Brian Morrissey,The Rebooting,https://www.therebooting.com/,Newsletter - Beehiiv,,Project C Top Fifty Nominee,"Media/Power, Tech","New York, NY","Culture & Media, Money & Work",,,
Molly White,Citation Needed,https://www.citationneeded.news/,Newsetter - Ghost,,Project C Top Fifty Nominee,Tech,"Boston, MA",Money & Work,,,
Liz Plank,Airplane Mode,https://lizplank.substack.com/,Newsletter - Substack,https://www.instagram.com/feministabulous/,Project C Top Fifty Nominee,"Dating/Romance, Gender","New York, NY","Lifestyle & Personal Life, Social Issues",,,
Tina Brown,Fresh Hell,https://tinabrown.substack.com/,Newsletter - Substack,https://x.com/TinaBrownLM,Project C Top Fifty Nominee,Media/Power,"New York, NY",Culture & Media,,,
Chris Mooney,Report Earth,https://reportearth.substack.com/,Newsletter - Substack,,Project C Top Fifty Nominee,Climate/Environment,"Charlottesville, VA","Science, Health & Environment",,,
Jeremy Scahill,Drop Site News,https://www.dropsitenews.com/about,Newsletter - Substack,,Project C Top Fifty Nominee,"Investigative, World","Washington, D.C.","Journalism Formats, General News",,,
Ryan Grim,Drop Site News,https://www.dropsitenews.com/,Newsletter - Substack,,Project C Top Fifty Nominee,"Investigative, World","Washington, D.C.","Journalism Formats, General News",,,
David Sirota,The Lever,https://www.levernews.com/,Newsetter - Ghost,http://x.com/davidsirota,Project C Top Fifty Nominee,"Investigative, Politics","Denver, CO","Journalism Formats, Power & Politics",,,
Adam Schrader,Urgent Matter,https://www.urgentmatter.press/,Newsetter - Ghost,,Ryan's List,"Art, Culture, Museums","New York, NY",Culture & Media,,,
Henok Mengistu,Ethiopique,https://ethiopique.com/,Website,,ONA Cohort 25,Local news,"Washington, D.C.",Civic Life,,,
Paul Rivera,paulriveranews,https://www.facebook.com/paulriveranews/#,Social - Facebook,https://www.youtube.com/@PaulRiveraNews,ONA Cohort 25,"Climate/Environment, Local news","Washington, D.C.","Science, Health & Environment, Civic Life",,,
Amber Sherman,The Law According to Amber,https://www.instagram.com/aisforafro,Video - Instagram,https://www.tiktok.com/@aisforafro,ONA Cohort 25,"Identity/Belonging, Government Accountability, Explanatory","Memphis, TN","Journalism Formats, Power & Politics, Social Issues",,,Advisory
Laura Weffer Cifuentes,Esta es la Cosa,https://estaeslacosa.com/,Website,,ONA Cohort 25,"Local, Politics, Government Accountability","Atlanta, GA","Power & Politics, Civic Life",,,
Politician Trade Tracker,Politician Trade Tracker,https://www.instagram.com/politiciantradetracker/,Video - Instagram,,Justin's List,"Government Accountability, Politics",National - US,Power & Politics,,,
Alex H,A Map Nerd,https://www.tiktok.com/@map_nerd,Video - TikTok,https://www.youtube.com/@MapNerdYT/shorts,Justin's List,World,"Los Angeles, CA",General News,,,
Lucy Ritzmann,FWIW,https://www.fwiw.news/,Newsletter - Substack,,Justin's List,Politics,National - US,Power & Politics,,,Affiliated with Courier News... and a non solo/duo newsroom
Eliot Higgins,Bellingcat,https://www.bellingcat.com/,Website,,Justin's List,"World, Investigative",United Kingdom,"Journalism Formats, General News",,,Bellingcat is crowdfunded and has a ton of people in a newsroom
Morgan McSweeney,Dr. Noc,https://www.tiktok.com/@dr.noc?lang=en,Video - TikTok,,Justin's List,"Science, Health/Wellness",North Carolina - US,"Science, Health & Environment",,,
Delia Cai,Deez Links,https://www.deezlinks.com/,Newsletter - Substack,https://x.com/delia_cai,Justin's List,"Media/Power, Internet Culture, Entertainment/Hollywood","New York, NY",Culture & Media,,,
Derek Guy,Dieworkwear,https://www.instagram.com/die_workwear,Video - Instagram,https://x.com/dieworkwear,Justin's List,"Fashion, Politics, Media/Power","San Francisco, CA","Lifestyle & Personal Life, Culture & Media, Power & Politics",,,
Dr. Jen Gunter,The Vagenda,https://vajenda.substack.com/,Newsletter - Substack,https://www.instagram.com/drjengunter/,Justin's List,"Health/Wellness, Gender","San Francisco, CA","Social Issues, Science, Health & Environment",,,
Aella,Knowingless,https://knowingless.com/about/,Website,https://x.com/aella_girl,Justin's List,"Gender, Dating/Romance","San Francisco, CA","Lifestyle & Personal Life, Social Issues",,,
Jhonn Jackson,Uncle Jhonn,https://www.instagram.com/unclejhonn_,Video - Instagram,,Justin's List,"Home, Utility","Baton Rouge, LA","Lifestyle & Personal Life, Civic Life",,,
Sophia Smith Galer,Sophia Smith Galer,https://www.tiktok.com/@sophiasmithgaler,Video - TikTok,https://www.instagram.com/sophiasgaler,Justin's List,"Language, Tech, Culture",United Kingdom,"Culture & Media, Money & Work",,,
Julia Carpenter,A Woman to Know,https://juliaccarpenter.substack.com/,Newsletter - Substack,,Justin's List,"Gender, Explanatory","New York, NY","Journalism Formats, Social Issues",,,
Kareem Rahma,Kareem Rahma,https://www.instagram.com/kareem/?hl=en,Video - Instagram,https://kareemrahma.substack.com/,Justin's List,"Internet Culture, Local","New York, NY","Culture & Media, Civic Life",,,
Brian Skinner,Marin Buzz,https://marinbuzz.com/,Newsletter - Beehiiv,,Ryan's List,"Local news, Things to do","Marin, CA","Civic Life, Lifestyle & Personal Life",,,Can't confirm his wife Allison's last name or participation
王志安,Wang Zhian,https://www.youtube.com/@wangzhian,Video - YouTube,,Megan Cattel,"Investigative, World",Japan,"Journalism Formats, General News",,,Covers China but lives in Japan
Jonathan Schwabish,Policy Viz,https://policyviz.substack.com?r=1orch&utm_medium=ios&utm_source=profile,Newsletter - Substack,,Justin's List,"Explanatory, Government Accountability","Washington, D.C.","Journalism Formats, Power & Politics",,,
"Paul ""Barbs"" Barbato",Geography Now,https://www.youtube.com/GeographyNow,Video - YouTube,,Justin's List,"Explanatory, World, Travel","Los Angeles, CA","Journalism Formats, Lifestyle & Personal Life, General News",,,
Molly Tolsky,Hey Alma,https://www.instagram.com/hey.alma,Video - Instagram,,Justin's List,"Entertainment/Hollywood, Identity/Belonging",New Jersey - US,"Culture & Media, Social Issues",,,
Emily Hynds,Emily Takes Notes,https://www.instagram.com/embaleez/,Video - Instagram,https://x.com/emilytakesnotes,Justin's List,"Government Accountability, Local news","Houston, TX","Power & Politics, Civic Life",,,
Kristen Wile,Unpretentious Palate,https://unpretentiouspalate.com/,Website,,Justin's List,"Food, Local","Charlotte, NC","Lifestyle & Personal Life, Civic Life",,,
Luke McFadden,F.V. Southern Girl,https://www.tiktok.com/@fvsoutherngirl,Video - TikTok,,Justin's List,"Food, Local, Day in a life",Maryland - US,"Journalism Formats, Lifestyle & Personal Life, Civic Life",,,
Anna Constantino,Girl Eats World,https://www.tiktok.com/@grleatswrld,Video - TikTok,https://girleatsworld.substack.com/,Ryan's List,"Food, Local, Day in a life","San Francisco, CA","Journalism Formats, Lifestyle & Personal Life, Civic Life",,,
Jim Acosta,Jim Acosta,https://x.com/Acosta,Social - Twitter / X,https://www.instagram.com/jimacosta/,Karen Attiah,"Politics, General News","Washington, D.C.","General News, Power & Politics",,,
Don Lemon,Don Lemon,https://www.instagram.com/donlemonofficial/?hl=en,Video - Instagram,https://www.tiktok.com/@donlemon?lang=en,Karen Attiah,"Politics, General News","New York, NY","General News, Power & Politics",,,
Zerlina Maxwell,The Inner Work Dispatch,https://zerlinamaxwell.substack.com/about,Newsletter - Substack,https://www.instagram.com/zerlinamaxwell/?hl=en,Karen Attiah,"Politics, Gender",Italy,"Social Issues, Power & Politics",,,
Joy Reid,The Joy Reid Show,https://www.youtube.com/@TheJoyReidShow,Video - YouTube,https://www.instagram.com/joyannreid/?hl=en,Karen Attiah,"Politics, Gender, Media/Power","Washington, D.C.","Social Issues, Culture & Media, Power & Politics",,,
Elizabeth Booker Houston,Booker Squared,https://www.instagram.com/bookersquared/?hl=en,Video - Instagram,https://www.tiktok.com/@bookersquared,Karen Attiah,"Comedy, Law/Legal Issues","Washington, D.C.","Culture & Media, Power & Politics",,,
A.B. Burns-Tucker,I am legally hype,https://www.instagram.com/iamlegallyhype/,Video - Instagram,https://www.tiktok.com/@iamlegallyhype,Karen Attiah,"Law/Legal Issues, Politics","Los Angeles, CA",Power & Politics,,,
Kristin Kobes DuMez,Du Mez CONNECTIONS,https://kristindumez.substack.com/,Newsletter - Substack,,Niala Boodhoo,"Faith/Religion, Gender","Grand Rapids, MI",Social Issues,,,
Sarah Jakes Roberts,Sarah Jakes Roberts,https://www.instagram.com/sarahjakesroberts/?hl=en,Video - Instagram,https://www.tiktok.com/@realsarahjakesroberts?lang=en,Niala Boodhoo,"Faith/Religion, Gender, Health/Wellness","Dallas, TX","Social Issues, Science, Health & Environment",,,
Nadia Bolz Weber,Sarcastic Lutheran,https://www.instagram.com/sarcasticlutheran/,Video - Instagram,,Niala Boodhoo,Faith/Religion,"Denver, CO",Social Issues,,,
Caleb Hammer,Caleb Hammer,youtube.com/calebhammer,Video - YouTube,,Ryan's List,Personal Finance,"Austin, TX",Money & Work,,,
Diana Butler Bass,The Cottage,https://dianabutlerbass.substack.com/,Newsletter - Substack,,Niala Boodhoo,"Faith/Religion, Culture",National - US,"Culture & Media, Social Issues",,,
Wajahat Ali,Wajahat Ali,https://x.com/WajahatAli,Social - Twitter / X,The Left Hook,Niala Boodhoo,"Politics, Faith/Religion","Washington, D.C.","Social Issues, Power & Politics",,,
Breanna Morello,Independent Newsroom,https://breannamorello.beehiiv.com/,Newsletter - Beehiiv,https://x.com/BreannaMorello?lang=en,Beehiv,"Media/Power, Politics",Texas - US,"Culture & Media, Power & Politics",,,Politics Flag: recently joined press corps
Brett Cooper,THE SCROLL,https://brettcooper.beehiiv.com/,Newsletter - Beehiiv,https://www.youtube.com/@bbrettcooper,Beehiv,"Politics, Culture","Nashville, TN","Culture & Media, Power & Politics",,,Politics Flag
Catherine Herridge,Catherine Herridge Reports,https://catherineherridgereports.com/,Newsletter - Beehiiv,https://x.com/C__Herridge,Beehiv,"Investigative, Government Accountability, National Security","Washington, D.C.","Power & Politics, Journalism Formats",,,
David Begnaud,Do Good,https://www.davidbegnaud.com/,Newsletter - Beehiiv,https://x.com/DavidBegnaud,Beehiv,Positive News,"New York, NY",General News,,,Contributor to CBS News but this seems like a separate effort
Garrett Graff,Doomsday Scenario,https://www.doomsdayscenario.co/,Newsletter - Beehiiv,https://x.com/vermontgmg?lang=en,Beehiv,"History, National Security, Politics","Burlington, VT","Culture & Media, Power & Politics",,,
Jeff Benjamin,The Crossover,https://the-kpop-crossover.beehiiv.com/subscribe,Newsletter - Beehiiv,,Beehiv,"Culture, Internet Culture, World","New York, NY","Culture & Media, General News",,,
Lachlan Cartwright,Breaker Media,https://www.breakermedia.com/,Newsletter - Beehiiv,https://x.com/LachCartwright,Beehiv,Media/Power,"New York, NY",Culture & Media,,,
Mike Butcher,Pathfounders,https://pathfounders.com/,Newsletter - Beehiiv,,Beehiv,Tech,United Kingdom,Money & Work,,,
Ravi Somaiya,Bungalow Magazine,https://bungalow-magazine.com/,Newsletter - Beehiiv,,Beehiv,Investigative,"New York, NY",Journalism Formats,,,
Sarah Donaldson,The Nerve,https://www.thenerve.news/,Newsletter - Beehiiv,,Beehiv,"Culture, Politics, Tech",United Kingdom,"Culture & Media, Power & Politics, Money & Work",,,Has five co-founders
Carole Cadwalladr,The Nerve,https://www.thenerve.news/,Newsletter - Beehiiv,,Beehiv,"Culture, Politics, Tech",United Kingdom,"Culture & Media, Power & Politics, Money & Work",,,Has five co-founders
Jane Ferguson,The Nerve,https://www.thenerve.news/,Newsletter - Beehiiv,,Beehiv,"Culture, Politics, Tech",United Kingdom,"Culture & Media, Power & Politics, Money & Work",,,Has five co-founders
Imogen Carter,The Nerve,https://www.thenerve.news/,Newsletter - Beehiiv,,Beehiv,"Culture, Politics, Tech",United Kingdom,"Culture & Media, Power & Politics, Money & Work",,,Has five co-founders
Lynsey Irvine,The Nerve,https://www.thenerve.news/,Newsletter - Beehiiv,,Beehiv,"Culture, Politics, Tech",United Kingdom,"Culture & Media, Power & Politics, Money & Work",,,Has five co-founders
Steve Morris,The Long Run,https://thelongrun.news/,Newsletter - Beehiiv,,Beehiv,Politics,"New York, NY",Power & Politics,,,Politics flag
Chris Van Vliet,Chris Van Vliet,https://www.youtube.com/ChrisVanVliet,Video - YouTube,,Justin's List,Entertainment/Hollywood,"Los Angeles, CA",Culture & Media,,,
James Harris,Throwing Fits,https://www.throwingfits.com/,Podcast,,Justin's List,Fashion,"New York, NY",Lifestyle & Personal Life,,,
Lawrence Schlossman,Throwing Fits,https://www.throwingfits.com/,Podcast,https://www.instagram.com/sartoriallyinc/?hl=en,Justin's List,Fashion,"New York, NY",Lifestyle & Personal Life,,,
Suzanne Lambert,Suzanne Lambert,https://www.instagram.com/itssuzannelambert/,Video - Instagram,https://www.tiktok.com/@itssuzannelambert?lang=en,Justin's List,"Politics, Comedy","Washington, D.C.","Culture & Media, Power & Politics",,,Slight politics flag
Joe Doyle,Over Slot,https://overslotbaseball.com/,Website,https://x.com/JoeDoyleMiLB,Justin's List,Sports,National - US,Lifestyle & Personal Life,,,
Holly Korbey,The Bell Ringer,https://hollykorbey.substack.com/,Newsletter - Substack,,Liz's List,Education,"Nashville, TN",Civic Life,,,
Jae-Ha Kim,Jae-Ha Kim,https://www.jaehakim.com,Website,,Megan Cattel,"Internet Culture, Culture, World","Chicago, IL","Culture & Media, General News",,,Affiliated with Tribune Content Agency - another syndication question
Kelly Coyne,Guilty Pleasures,https://kellymariecoyne.substack.com/,Newsletter - Substack,https://www.instagram.com/kelly_coyne/?hl=en,Going Solo,"Culture, Gender","Washington, D.C.","Culture & Media, Social Issues",,,
Kerstin Hasse,Hasse Mit Liebe,https://www.hassemitliebe.com/,Newsletter - Beehiiv,,Going Solo,"Health/Wellness, Fashion",Switzerland,"Lifestyle & Personal Life, Science, Health & Environment",,,
K Kaufmann,E/lectrify,https://electrifynews.beehiiv.com/,Newsletter - Beehiiv,,Going Solo,Climate/Environment,"Washington, D.C.","Science, Health & Environment",,,
Yulia Denisyuk,Going Places Media,https://www.goingplacesmedia.com/,Website,,Project C Slack,Travel,"Chicago, IL",Lifestyle & Personal Life,,,
Saul,Remote Queer,https://remotequeer.co/,Newsetter - Ghost,,Project C Slack,"Travel, LGBTQIA",International,"Social Issues, Lifestyle & Personal Life",,,
Matt,Remote Queer,https://remotequeer.co/,Newsetter - Ghost,,Project C Slack,"Travel, LGBTQIA",Australia,"Social Issues, Lifestyle & Personal Life",,,
Rose Thomas Bannister,Modo di Bere,https://www.mododibere.com/,Website,,Project C Slack,"Food, Language, Travel","New York, NY","Lifestyle & Personal Life, Culture & Media",,,
Greg Nix,Chortle,https://www.chortle.blog/,Newsletter - Substack,,Project C Slack,Comedy,"Los Angeles, CA",Culture & Media,,,
Eve Batey,Best Evidence,https://buttondown.com/bestevidencefyi,Newsletter - Other,,Project C Slack,"Crime, Media/Power","San Francisco, CA","Civic Life, Culture & Media",,,
Sarah D. Bunting,Best Evidence,https://buttondown.com/bestevidencefyi,Newsletter - Other,,Project C Slack,"Crime, Media/Power","New York, NY","Civic Life, Culture & Media",,,
Alex Dobrenko,Both Are True,https://botharetrue.substack.com/,Newsletter - Substack,,Project C Slack,"Comedy, Parenting","Asheville, NC","Culture & Media, Lifestyle & Personal Life",,,
Rey Katz,Amplify Respect,https://www.amplifyrespect.com/,Newsetter - Ghost,,Project C Slack,LGBTQIA,"Boston, MA",Social Issues,,,
Sarah Steimer,Haters Guide to Living Well,https://haters-guide-to-living-well.beehiiv.com/,Newsletter - Other,,Project C Slack,Health/Wellness,"Chicago, IL","Science, Health & Environment",,,
Colin Alsheimer,TWIP (This Week in Podiatry),https://twip.kineticist.com/,Newsletter - Other,,Project C Slack,Games/Gaming,"Boston, MA",Culture & Media,,,
JD Shadel,ESC Key,https://www.esckey.co/,Newsetter - Ghost,,Project C Slack,"Tech, Health/Wellness, Travel",United Kingdom,"Science, Health & Environment, Money & Work, Lifestyle & Personal Life",,,
Julia Barton,Continuous Wave,https://continuous-wave.beehiiv.com/,Newsletter - Beehiiv,,Project C Slack,History,"Boston, MA",Culture & Media,,,
Graciela Martin,Gen33 News,https://gen33news.beehiiv.com/,Newsletter - Beehiiv,,Project C Slack,"World, Culture, Fashion",United Kingdom,"Culture & Media, Lifestyle & Personal Life, General News",,,
Rick Ellis,Too Much TV,https://toomuchtv.substack.com/,Newsletter - Substack,,Project C Slack,Entertainment/Hollywood,"St. Paul, MN",Culture & Media,,,
James Cave,The Jiffy,https://thejiffy.xyz/,Newsletter - Beehiiv,,Project C Slack,Local news,"Hudson, NY",Civic Life,,,
Nick Parish,Current Flow State,https://www.currentflowstate.com/,Newsetter - Ghost,,Project C Slack,Outdoors,"Portland, OR",Lifestyle & Personal Life,,,
Amanda Informed,Amanda Informed,https://www.tiktok.com/@amandainformed,Video - TikTok,Video - Instagram,News Creator Corps,"Politics, Humor",National - US,"Culture & Media, Power & Politics",,,"Added ""Humor"" topic"
Angel Barragan,Señor Barragan,https://www.tiktok.com/@senor_barragan,Video - TikTok,Video - Instagram,News Creator Corps,"Culture, Education, Identity/Belonging",National - US,"Culture & Media, Civic Life, Social Issues",,,
Becky Bullard,Democrasexy,https://www.instagram.com/democrasexy,Video - Instagram,,News Creator Corps,"LGBTQIA, Politics, Government Accountability","Austin, TX","Power & Politics, Social Issues",,,
David Coe,DaDavidCoe,https://www.tiktok.com/@dadavidcoe,Video - TikTok,,News Creator Corps,"Health/Wellness, Parenting",National - US,"Science, Health & Environment, Lifestyle & Personal Life",,,
Danielle Desir Corbett,The Thought Card,https://pod.link/1434482532,Podcast,,News Creator Corps,"Culture, Travel",National - US,"Culture & Media, Lifestyle & Personal Life",,,
Kahja Elliott,heykayinthebay,https://www.instagram.com/heykayinthebay/,Video - Instagram,Podcast,News Creator Corps,"Food, Travel, Restaurants","San Francisco, CA",Lifestyle & Personal Life,,,
Adriana Goblirsch,Adriana Goblirsch,https://www.instagram.com/adriana.goblirsch/,Video - Instagram,,News Creator Corps,"Health/Wellness, Motherhood, Parenting, Activism",Minnesota - US,"Social Issues, Science, Health & Environment, Lifestyle & Personal Life",Parenting,,Movement aligned
Erika Harrison,Black Girls Who Brunch,https://www.tiktok.com/@blackgirlswhobrunch,Video - TikTok,Video - Instagram,News Creator Corps,"Culture, Politics, Identity/Belonging, Activism",National - US,"Social Issues, Culture & Media, Power & Politics",,,
Zackory Kirk,Zacktivist,https://www.tiktok.com/@zactivist,Video - TikTok,,News Creator Corps,"Politics, Activism",National - US,"Social Issues, Power & Politics",,,"Self-identified activist. Added ""Activist"" category. Let's talk about this."
Haley Lickstein,haleysonthego,https://www.instagram.com/haleylickstein/,Video - Instagram,Podcast,News Creator Corps,"Activism, Politics, Identity/Belonging",National - US,"Social Issues, Power & Politics",,,
Jen Ruiz,jenonajetplane,https://www.tiktok.com/@jenonajetplane,Video - TikTok,,News Creator Corps,Travel,National - US,Lifestyle & Personal Life,,,
David Rushing,,https://www.threads.com/@yorush,Video - YouTube,,News Creator Corps,Tech,National - US,Money & Work,,,REMOVE: Big following posting about NBA on Threads.
Nikki Sapiro Vinckier,Nikki Sapiro Vinckier,https://www.instagram.com/nikkivinck,Video - Instagram,,News Creator Corps,"Health/Wellness, Explanatory, Activism",National - US,"Social Issues, Journalism Formats, Science, Health & Environment",,,Is also running for Senate in SC
Stephanie Valdez,steph.olution,https://www.instagram.com/steph.olution/,Video - Instagram,,News Creator Corps,"Activism, Politics, Government Accountability",National - US,"Social Issues, Power & Politics",,,
Ali Van Fleet,Ali Van Fleet,https://www.tiktok.com/@alivanfleet,Video - TikTok,,News Creator Corps,"Explanatory, Climate/Environment, Weather",National - US,"Science, Health & Environment, Journalism Formats, Civic Life",,,Added Weather category
Alandya Warren,,https://www.tiktok.com/@ebonyarchival,Video - YouTube,,News Creator Corps,Tech,National - US,Money & Work,,,"REMOVE: History content, not journalism "
Courtney J. White,Courthouse Couture,https://www.tiktok.com/@courthousecouture,Video - TikTok,Video - Instagram,News Creator Corps,"Politics, Identity/Belonging",Texas - US,"Social Issues, Power & Politics",,,
Chis Kohler,,https://www.instagram.com/chriskohlernews,Video - Instagram,,Justin's List,Personal Finance,Australia,Money & Work,,,REMOVE: He doesn't exist (for us)
Vivian Tu,Your Rich BFF,https://www.instagram.com/your.richbff/?hl=en,Video - TikTok,Video - Instagram,Justin's List,"Finance/Economics, Personal Finance",National - US,Money & Work,,,
Rob Martinez,Rob Martinez,https://www.tiktok.com/@eatingwithrobert,Video - TikTok,Video - YouTube,Justin's List,"Culture, Food, Travel",National - US,"Culture & Media, Lifestyle & Personal Life",,,
Libby Ward,libbywardofficial,https://www.tiktok.com/@libbywardofficial,Video - TikTok,Video - Instagram,Justin's List,"Health/Wellness, Motherhood, Parenting",National - US,"Science, Health & Environment, Lifestyle & Personal Life",Parenting,,
Julie Fratantoni Phd,Better Brain by Dr. Julie,https://drjuliefratantoni.substack.com/account,Newsletter - Substack,Video - Instagram,Justin's List,Health/Wellness,National - US,"Science, Health & Environment",,,Expert
Elena Bridgers,Motherhood Until Yesterday,https://www.instagram.com/elena.bridgers/,Video - Instagram,Newsletter - Substack,Justin's List,Motherhood,National - US,Lifestyle & Personal Life,Parenting,,Expert
Emily Nunn,The Department of Salad,https://emilyrnunn.substack.com/,Newsletter - Substack,Video - Instagram,Justin's List,"Recipes, Food",National - US,Lifestyle & Personal Life,,,
Christine Platt,The Afrominimalist,www.iamchristineplatt.com,Website,,Justin's List,"Culture, Identity/Belonging",National - US,"Culture & Media, Social Issues",,,
Katie Gatti Tassin,Money with Katie,https://www.instagram.com/moneywithkatie,Video - Instagram,,Justin's List,Personal Finance,National - US,Money & Work,,,
Esther Perel,Where Should We Begin?,https://www.estherperel.com/,Podcast,Website,Justin's List,"Health/Wellness, Mental Health",National - US,"Science, Health & Environment",,,"Added ""Mental Health"" topic"
Ali Slagle,40 Ingredients Forever,https://alislagle.substack.com/,Newsletter - Substack,Video - Instagram,Justin's List,"Recipes, Food",National - US,Lifestyle & Personal Life,,,
Tyler Gardner,socialcapofficial,https://www.instagram.com/socialcapofficial,Video - Instagram,,Justin's List,Personal Finance,National - US,Money & Work,,,
Connor Clary,,https://www.instagram.com/reel/DFQ0rTavgFM/?igsh=bDR6Y3F0emp0YThn,Video - YouTube,,Justin's List,Tech,National - US,Money & Work,,,REMOVE: Makes pottery
Mark Langowski,Body By Mark,https://www.instagram.com/bodybymark/,Video - Instagram,Video - TikTok,Justin's List,"Health/Wellness, Fitness",National - US,"Lifestyle & Personal Life, Science, Health & Environment",,,"Added ""Fitness"" topic"
Bill Nye,Bill Nye,https://www.billnye.com/,Website,Social - Twitter / X,knowledge-creators.com,Science,National - US,"Science, Health & Environment",,,
Catherine Goetze,CatGPT,https://www.askcatgpt.com/,Video - Instagram,Video - YouTube,knowledge-creators.com,Tech,National - US,Money & Work,,,
Cherie Brooke Luo & Jean Luo,Tiger Sisters,https://tigersisterspodcast.com/,Podcast,Video - Instagram,knowledge-creators.com,Personal Finance,National - US,Money & Work,,,
Codie Sanchez,Codie Sanchez,https://codiesanchez.com/,Video - YouTube,Podcast,knowledge-creators.com,"Personal Finance, Business",National - US,Money & Work,,,"Added ""Business"" category"
Dami Lee,Dami Lee,https://www.youtube.com/@DamiLeeArch/videos,Video - YouTube,Video - Instagram,knowledge-creators.com,"Design, Architecture, Explanatory",National - US,"Culture & Media, Journalism Formats",,,
Derek Muller,Veritasium,https://www.youtube.com/veritasium,Video - YouTube,,knowledge-creators.com,"Explanatory, Science",National - US,"Journalism Formats, Science, Health & Environment",,,
Dr. Jennifer Ashton,Ajenda,https://www.joinajenda.com/,Website,Newsletter - Beehiiv,knowledge-creators.com,"Health/Wellness, Fitness",National - US,"Lifestyle & Personal Life, Science, Health & Environment",,,
Dr. Jessica Knurick,Dr. Jessica Knurick,https://www.jessicaknurick.com/,Video - Instagram,Newsletter - Substack,knowledge-creators.com,"Health/Wellness, Food",National - US,"Lifestyle & Personal Life, Science, Health & Environment",,,
Dr. Joel Bervell,Dr. Joel Bervell,https://www.tiktok.com/@joelbervell,Video - TikTok,Video - YouTube,knowledge-creators.com,Health/Wellness,National - US,"Science, Health & Environment",,,
Dr. Shadé Zahrai,Dr. Shadé Zahrai,https://www.tiktok.com/@shadezahrai,Video - TikTok,,knowledge-creators.com,Business,National - US,Money & Work,,,
Emma Grede,Aspire with Emma Grede,https://www.emmagrede.me/,Podcast,Video - Instagram,knowledge-creators.com,Business,National - US,Money & Work,,,
Hank Green,Vlog Brothers,https://hankgreen.com/,Video - YouTube,Video - Instagram,knowledge-creators.com,"Explanatory, Science",National - US,"Journalism Formats, Science, Health & Environment",,,
Jefferson Fisher,Just Ask Jefferson,https://www.tiktok.com/@justaskjefferson,Video - TikTok,,knowledge-creators.com,"Explanatory, Self Help",National - US,"Journalism Formats, Lifestyle & Personal Life",,,"Added ""Self Help"" category"
Maggie Sellers Reum,Hot Smart Rich,https://hotsmartrich.com/,Website,Video - TikTok,knowledge-creators.com,"Business, Personal Finance",National - US,Money & Work,,,
Marina Mogilko,Linguamarina,https://www.youtube.com/channel/UCAQg09FkoobmLquNNoO4ulg,Video - YouTube,Video - Instagram,knowledge-creators.com,"Explanatory, Self Help",National - US,"Journalism Formats, Lifestyle & Personal Life",,,REMOVE: It's essentially teaching English. 
Mychal Threets,,https://www.linkedin.com/in/mychalthreets/,Video - YouTube,,knowledge-creators.com,Tech,National - US,Money & Work,,,REMOVE: Pro-literacy content from a PBS employee
Rowan Cheung,The Rundown,https://www.rundown.ai/,Website,,knowledge-creators.com,Tech,National - US,Money & Work,,,
Steven Bartlett,The Diary of a CEO,https://stevenbartlett.com/,Podcast,Website,knowledge-creators.com,"Business, Self Help",United Kingdom,"Money & Work, Lifestyle & Personal Life",,,
Tiffany Aliche,The Budgetnista,https://www.instagram.com/thebudgetnista,Video - Instagram,Social - Twitter / X,knowledge-creators.com,Personal Finance,National - US,Money & Work,,,
Tommy Geoco,Designer Tom,https://www.tiktok.com/@designertom,Video - TikTok,,knowledge-creators.com,Tech,National - US,Money & Work,,,
Monique,Black Belt Babe,https://www.tiktok.com/@blackbeltbabe,Video - TikTok,,Rahim Jessani,"Culture, Politics, Identity/Belonging",National - US,"Culture & Media, Social Issues, Power & Politics",,,
Qasim Rashid,Qasim Rashid,https://www.instagram.com/qasimrashid,Video - TikTok,,Rahim Jessani,"Culture, Politics, Identity/Belonging",National - US,"Culture & Media, Social Issues, Power & Politics",,,
Prem Thakker,Zeteo,https://www.instagram.com/premthakk/,Video - Instagram,,Rahim Jessani,"Culture, Politics, Identity/Belonging",National - US,"Culture & Media, Social Issues, Power & Politics",,,
Bianca Graulau,Bianca Graulau,https://www.instagram.com/biancagraulau/,Video - Instagram,,Rahim Jessani,"Culture, Investigative, Government Accountability",Puerto Rico,"Culture & Media, Power & Politics, Journalism Formats",,,
Abbie Richards,Tofology,https://www.tiktok.com/@tofology,Video - TikTok,,Rahim Jessani,Investigative,National - US,Journalism Formats,,,
Richard Lawson,Premiere Party,https://www.premiereparty.com/,Newsletter - Beehiiv,,Justin's List,"Entertainment/Hollywood, Film/Movies","New York, NY",Culture & Media,,,
David Pakman,The David Pakman Show,https://www.youtube.com/@thedavidpakmanshow/videos,Video - YouTube,https://www.tiktok.com/@davidpakmanshow?lang=en,Justin's List,Politics,National - US,Power & Politics,,,Politics flag
Matthew Beat,Mr. Beat,https://www.youtube.com/channel/UCmYesELO6axBrCuSpf7S9DQ,Video - YouTube,https://www.tiktok.com/@iammrbeat,Justin's List,"History, Education","Lawrence, KS","Civic Life, Culture & Media",,,
