slug,creator_name,creator_channel,platform_primary,topic,tier,bsky_handle,bsky_display_name,bsky_followers,bsky_description,match_score,match_confidence,bsky_profile_url,reviewer_decision,notes
monique-o-madan,Monique O. Madan,Two can be true,Newsletter - Substack,"Identity/Belonging, Careers, Parenting",1,,,,,0,NO_MATCH,,,
mosheh-oinounou,Mosheh Oinounou,Mo News,Video - Instagram,General News,1,,,,,0,NO_MATCH,,,
nat-herz,Nat Herz,Northern Journal,Newsletter - Ghost,"Politics, Climate/Environment, Local",1,,,,,0,NO_MATCH,,,
natalie-jennings,Natalie Jennings,Down From DC,Newsletter - Substack,"Politics, Policy, Government Accountability, Local",1,,,,,0,NO_MATCH,,,
nate-spangle,Nate Spangle,Get Indiana,Newsletter - Beehiiv,"Local, Lifestyle",1,,,,,0,NO_MATCH,,,
nathan-graber-lipperman,Nathan Graber-Lipperman,Creator Mag,Newsletter - Substack,"Explanatory, Internet Culture",1,,,,,0,NO_MATCH,,,
niala-boodhoo,Niala Boodhoo,Niala Boodhoo,Newsletter - Substack,Faith/Religion,1,,,,,0,NO_MATCH,,,
nigel-braun,Nigel Braun,NileRed,Video - YouTube,Science,1,,,,,0,NO_MATCH,,,
olivia-ruth-messer,Olivia Ruth Messer,The Barbed Wire,Website,Politics,1,,,,,0,NO_MATCH,,,
om-malik,Om Malik,On my Om,Website,Tech,1,,,,,0,NO_MATCH,,,
paul-queary,Paul Queary,The Washington Observer,Newsletter - Substack,"Politics, Local",1,,,,,0,NO_MATCH,,,
phil-rosen,Phil Rosen,Opening Bell Daily,Newsletter - Beehiiv,Finance/Economics,1,,,,,0,NO_MATCH,,,
philip-bennett,Philip Bennett,Dear White Staffers,Social - Instagram,Local,1,,,,,0,NO_MATCH,,,
phoebe-zerwick,Phoebe Zerwick,Down From DC,Newsletter - Substack,"Politics, Policy, Government Accountability, Local",1,,,,,0,NO_MATCH,,,
prakash-loungani,Prakash Loungani,Global Housing Watch,Newsletter - Substack,Finance/Economics,1,,,,,0,NO_MATCH,,,
rachel-bade,Rachel Bade,The Inner Circle,Newsletter - Substack,Politics,1,,,,,0,NO_MATCH,,,
rachel-karten,Rachel Karten,Link in Bio,Newsletter - Substack,"Tech, Media/Power, Culture",1,,,,,0,NO_MATCH,,,
rahim-jessani,Rahim Jessani,Bottom Up Media,Newsletter - Substack,"General News, Media/Power",1,,,,,0,NO_MATCH,,,
ravi-somaiya,Ravi Somaiya,Bungalow Magazine,Newsletter - Beehiiv,Investigative,1,,,,,0,NO_MATCH,,,
rebecca-becky-smethurst,"Rebecca ""Becky"" Smethurst",Dr. Becky,Video - YouTube,Science,1,,,,,0,NO_MATCH,,,
rebecca-enberg,Rebecca Enberg,Your House Machine,Newsletter - Substack,"Home, Tech",1,,,,,0,NO_MATCH,,,
rich-leiby,Rich Leiby,Rich Leiby,Newsletter - Substack,General News,1,,,,,0,NO_MATCH,,,
richard-pretorius,Richard Pretorius,Wanderings & Wisdoms,Newsletter - Substack,"Day in a Life, Travel",1,,,,,0,NO_MATCH,,,
rina-shah,Rina Shah,Rina Shah,Social - Instagram,General News,1,,,,,0,NO_MATCH,,,
robert-cottrell,Robert Cottrell,The Browser,Newsletter - Ghost,General News,1,,,,,0,NO_MATCH,,,
rohin-francis,Rohin Francis,Medlife Crisis,Video - YouTube,Health/Wellness,1,,,,,0,NO_MATCH,,,
rohini-manixkam,Rohini Manixkam,rohinimm,Video - Instagram,Science,1,,,,,0,NO_MATCH,,,
rollie-williams,Rollie Williams,Climate Town,Video - YouTube,Climate/Environment,1,,,,,0,NO_MATCH,,,
ross-barkan,Ross Barkan,Political Currents,Newsletter - Substack,Politics,1,,,,,0,NO_MATCH,,,
russ-mould,Russ Mould,Commodity Context,Newsletter - Substack,Finance/Economics,1,,,,,0,NO_MATCH,,,
ruth-reichl,Ruth Reichl,La Briffe,Newsletter - Substack,"Food, Restaurants and bars",1,,,,,0,NO_MATCH,,,
sally-squires,Sally Squires,Lean Plate Club,Newsletter - Substack,"Food, Health/Wellness",1,,,,,0,NO_MATCH,,,
samantha-yammine,Samantha Yammine,Science Sam,Video - Instagram,Science,1,,,,,0,NO_MATCH,,,
sara-petersen,Sara Petersen,In Pursuit of Clean Countertops,Newsletter - Substack,"Parenting, Home, Day in a Life",1,,,,,0,NO_MATCH,,,
sarah-d-bunting,Sarah D. Bunting,Best Evidence,Newsletter - Other,"Crime, Media/Power",1,,,,,0,NO_MATCH,,,
scott-choppin,Scott Choppin,The Real Signal,Newsletter - Substack,Real Estate,1,,,,,0,NO_MATCH,,,
serena-maria-daniels,Serena Maria Daniels,Midwest Mexican,Newsletter - Substack,Food,1,,,,,0,NO_MATCH,,,
simone-giertz,Simone Giertz,Simone Giertz,Video - YouTube,Tech,1,,,,,0,NO_MATCH,,,
sophia-laurenzi,Sophia Laurenzi,Surface Level,Newsletter - Substack,"Crime, Mental Health, Identity/Belonging",1,,,,,0,NO_MATCH,,,
sophie-from-mars,Sophie from Mars,Sophie from Mars,Video - YouTube,Politics,1,,,,,0,NO_MATCH,,,
stephanie-lau,Stephanie Lau,Cook Club,Newsletter - Substack,"Food, Culture",1,,,,,0,NO_MATCH,,,
tana-ganeva,Tana Ganeva,Substance,Newsletter - Substack,Criminal Justice,1,,,,,0,NO_MATCH,,,
tanmoy-goswami,Tanmoy Goswami,Sanity by Tanmoy,Newsletter - Ghost,"Mental Health, Health/Wellness, World",1,,,,,0,NO_MATCH,,,
tanzina-vega,Tanzina Vega,The New Middle,Newsletter - Substack,"Politics, Culture",1,,,,,0,NO_MATCH,,,
taylor-dahlin,Taylor Dahlin,Taylor Dahlin,Website,Local,1,,,,,0,NO_MATCH,,,
the-hyattsville-wire,The Hyattsville Wire,The Hyattsville Wire,Video - Instagram,Local,1,,,,,0,NO_MATCH,,,
theresa-goodrich,Theresa Goodrich,Living Landmarks Of Chicago,Newsletter - Substack,"Culture, Architecture, Local, History, Things to Do",1,,,,,0,NO_MATCH,,,
tommy-geoco,Tommy Geoco,Designer Tom,Video - TikTok,Tech,1,,,,,0,NO_MATCH,,,
tomo-chien,Tomo Chien,Morning Trojan,Newsletter - Beehiiv,"Local, Education",1,,,,,0,NO_MATCH,,,
tony-mecia,Tony Mecia,The Charlotte Ledger,Newsletter - Substack,Local,1,,,,,0,NO_MATCH,,,
ulrike-langer,Ulrike Langer,News Machines,Newsletter - Beehiiv,"Tech, Media/Power",1,,,,,0,NO_MATCH,,,
victoria-wolff,Victoria Wolff,Our Amagansett House,Newsletter - Substack,"Day in a Life, Design, Lifestyle",1,,,,,0,NO_MATCH,,,
wendall-wilson,Wendall Wilson,Level1Techs,Video - YouTube,Tech,1,,,,,0,NO_MATCH,,,
william-arkin,William Arkin,Government Secrets,Newsletter - Substack,Foreign Policy,1,,,,,0,NO_MATCH,,,
yessina-funes,Yessina Funes,Possibilities,Newsletter - Ghost,Climate/Environment,1,,,,,0,NO_MATCH,,,
zach-griff,Zach Griff,From the Tray Table,Newsletter - Beehiiv,Travel,1,,,,,0,NO_MATCH,,,
zachary-hourihane,Zachary Hourihane,Swiftologist,Newsletter - Substack,Culture,1,,,,,0,NO_MATCH,,,
zahra-burton,Zahra Burton,18 Degrees North,Newsletter - Substack,"Investigative, World",1,,,,,0,NO_MATCH,,,
zineb-haddaji,Zineb Haddaji,Photography of Zineb,Social - LinkedIn,Local,1,,,,,0,NO_MATCH,,,
akhil-reed-amar,Akhil Reed Amar,Amarica's Constitution,Podcast,Law/Legal Issues,2,akhilreedamar.bsky.social,Akhil Reed Amar,0,Constitutional scholar@Yale,6,HIGH,https://bsky.app/profile/akhilreedamar.bsky.social,,
alex-ip,Alex Ip,The Xylom,Website,"Health/Wellness, Climate/Environment",2,alexip718.com,Alex Ip 葉清霖,0,"Freedom through Truth for Service. 
Publisher and Editor at @thexylom.com.

I made the ""Generative AI Slop-free News Out",6,HIGH,https://bsky.app/profile/alexip718.com,,
alex-ip,Alex Ip,The Xylom,Website,"Health/Wellness, Climate/Environment",2,alex-ip.bsky.social,Alex IP,0,"Senior Full Stack Developer
I help developers find a high paying job in 3-6 months!
Check link below 👇
https://www.skool",6,HIGH,https://bsky.app/profile/alex-ip.bsky.social,,
anna-tran,Anna Tran,Anna Tran,Social - Instagram,Travel,2,annatran.bsky.social,Anna Tran,0,"TV Comedy Writer • Recovering Nun • Jolly spirit who always wants to help you, whether you like it or not #multicultural",7,HIGH,https://bsky.app/profile/annatran.bsky.social,,
anthony-davis,Anthony Davis,Five Minute News,Website,"General News, World, Politics",2,theanthonydavis.bsky.social,Anthony Davis,0,British Announcer 🎙️ Please support independent journalism. https://theanthonydavis.substack.com/,7,HIGH,https://bsky.app/profile/theanthonydavis.bsky.social,,
audrey-watters,Audrey Watters,Second Breakfast,Website,Education,2,audreywatters.bsky.social,Audrey Watters,0,"I’m just here so I won’t get fined — Marshawn Lynch
https://t.ajrkmx1.com/331727/6224/0?po=6533&aff_sub5=SF_006OG000004l",6,HIGH,https://bsky.app/profile/audreywatters.bsky.social,,
cheyenne-lin,Cheyenne Lin,Cheyenne Lin,Video - YouTube,Culture,2,cheyennelin.bsky.social,Cheyenne Lin,0,making video essays on youtube 🙂 | she/her | cover art by me,6,HIGH,https://bsky.app/profile/cheyennelin.bsky.social,,
dan-carlin,Dan Carlin,Hardcore History,Podcast,History,2,dancarlin.bsky.social,Dan Carlin,0,Host of Hardcore History. I do other stuff too. Find our (free) irregularity updated newsletter at https://dancarlin.sub,8,HIGH,https://bsky.app/profile/dancarlin.bsky.social,,
francesca-donner,Francesca Donner,The Persistent,Website,Gender,2,francescadonner.bsky.social,Francesca Donner,0,"Former NYT, reinvented as editor of The Persistent — amplifying women’s voices, stories, perspectives and ideas. 💛 Did y",7,HIGH,https://bsky.app/profile/francescadonner.bsky.social,,
fraser-jones,Fraser Jones,Fraser Jones TV,Website,"Culture, Investigative",2,fraserjones.net,Fraser Jones,0,,6,HIGH,https://bsky.app/profile/fraserjones.net,,
gary-stager,Gary Stager,Gary Stager,Website,"Education, Tech",2,garystager.bsky.social,"Gary Stager, Ph.D.",0,"Progressive educator, journalist, speaker, author, book publisher.
Founder & CEO of Constructing Modern Knowledge
https:",7,HIGH,https://bsky.app/profile/garystager.bsky.social,,
gillian-brockell,Gillian Brockell,Gillian Brockell,Website,"World, Immigration",2,gillianbrockell.com,Gillian Brockell,0,"I track ICE flights and third-country removals. Bylines in Mother Jones, Zeteo, Rolling Stone, American Prospect. Former",7,HIGH,https://bsky.app/profile/gillianbrockell.com,,
imani-barbarin,Imani Barbarin,Crutches & Spice,Website,"Identity/Belonging, Health/Wellness",2,imanibarbarin.bsky.social,Imani Barbarin,0,"Disabled Loudmouth.

https://www.canva.com/design/DAFjqA7WtS0/11YO6Ql6Yl9J792_jipiwQ/edit?utm_content=DAFjqA7WtS0&utm_ca",6,HIGH,https://bsky.app/profile/imanibarbarin.bsky.social,,
jake-rockatansky,Jake Rockatansky,QAA Podcast,Podcast,"Comedy, History, Media/Power",2,jakerockatansky.bsky.social,Jake Rockatansky,0,I'm an ideas guy!,6,HIGH,https://bsky.app/profile/jakerockatansky.bsky.social,,
jay-rosen,Jay Rosen,PressThink,Website,Media/Power,2,jayrosen.bsky.social,Jay Rosen,0,Let's see...  39 years teaching journalism at NYU. A critic who tries to be useful. PressThink: the name of my subject a,7,HIGH,https://bsky.app/profile/jayrosen.bsky.social,,
joel-whitaker,Joel Whitaker,Kane's Beverage News Daily,Website,"Business, Finance/Economics",2,joelwhitaker.bsky.social,Joel Whitaker,0,,6,HIGH,https://bsky.app/profile/joelwhitaker.bsky.social,,
jonathan-rabb,Jonathan Rabb,Watch The Yard,Website,Identity/Belonging,2,jonathanrabb.bsky.social,Jonathan Rabb,0,,6,HIGH,https://bsky.app/profile/jonathanrabb.bsky.social,,
ken-layne,Ken Layne,Desert Oracle,Podcast,Culture,2,kenlayne.bsky.social,Ken Layne,0,"Desert Oracle Radio & etc.
http://desertoracle.com
https://podcasts.apple.com/us/podcast/desert-oracle-radio/id125119742",6,HIGH,https://bsky.app/profile/kenlayne.bsky.social,,
marissa,Marissa,Marissa,Social - Instagram,Travel,2,marissarmoss.bsky.social,Marissa R. Moss,0,"Senior Writer, Rolling Stone. Nashvillian, etc. Wrote a book called HER COUNTRY for Holt. Writing one now for Da Capo ca",6,HIGH,https://bsky.app/profile/marissarmoss.bsky.social,,
marissa,Marissa,Marissa,Social - Instagram,Travel,2,marissalenti.com,Marissa Lenti / Vixen the Reindeer,0,"(She/They) Voice Actor/ADR Director/ADR Writer | Streaming: 
@Vixen_VTuber on Twitch | Voiceover & Convention Booking: h",6,HIGH,https://bsky.app/profile/marissalenti.com,,
mike-cosper,Mike Cosper,The Rise and Fall of Mars Hill,Podcast,Faith/Religion,2,mikecosper.bsky.social,Mike Cosper,0,"Podcaster, writer at Christianity Today and elsewhere. Author of The Church in Dark Times and other books. Host of Rise ",7,HIGH,https://bsky.app/profile/mikecosper.bsky.social,,
peter-zeihan,Peter Zeihan,Zeihan on Geopolitics,Website,World,2,peterzeihan.bsky.social,Peter Zeihan,0,"Geopolitical strategist, speaker, author.

Free Newsletter → http://zeihan.com/newsletter/ ",7,HIGH,https://bsky.app/profile/peterzeihan.bsky.social,,
preet-bharara,Preet Bharara,Stay Tuned with Preet,Podcast,"Law/Legal Issues, Politics",2,preetbharara.bsky.social,Preet Bharara,0,"Patriotic American. Former US Attorney, SDNY. Banned by Putin. Fired by Trump.",6,HIGH,https://bsky.app/profile/preetbharara.bsky.social,,
sara-yasin,Sara Yasin,The Key,Website,World,2,sarayasin.bsky.social,Sara Yasin,0,"palestinian-american raised on a steady diet of hummus and fried chicken. editor-in-chief, the key (a palfest production",7,HIGH,https://bsky.app/profile/sarayasin.bsky.social,,
sarah-marshall,Sarah Marshall,You're Wrong About,Podcast,"History, Media/Power, Gender",2,sarahmarshall.bsky.social,Sarah Marshall,0,,6,HIGH,https://bsky.app/profile/sarahmarshall.bsky.social,,
sarah-posner,Sarah Posner,Reign of Error,Podcast,Faith/Religion,2,sarahposner.bsky.social,Sarah Posner,0,"Contributing writer, TPM: https://talkingpointsmemo.com/profile/sarahposner

Host, Reign of Error podcast: https://www.a",7,HIGH,https://bsky.app/profile/sarahposner.bsky.social,,
sean-hammond,Sean Hammond,Sean Hammond,Social - Instagram,Travel,2,seanhammond.bsky.social,Sean Hammond,0,Chicago Bears beat reporter for the Chicago Tribune.,7,HIGH,https://bsky.app/profile/seanhammond.bsky.social,,
tara,Tara,Tara,Social - Instagram,Travel,2,taradublinrocks.com,"Tara Dublin, Rock Star Author📚❤️‍🔥🤘🏻",0,"Political writer for hire in Portland 

Unsigned author of THE SOUND OF SETTLING, A Rock & Roll Love Story 

taradublinr",6,HIGH,https://bsky.app/profile/taradublinrocks.com,,
travis-view,Travis View,QAA Podcast,Podcast,"Comedy, History, Media/Power",2,travisview.bsky.social,Travis View,0,"Father. Husband. Tap water goblin. QAnon Anonymous podcast host. 

QAnon, conspiracy theories, disinfo, and other signs ",6,HIGH,https://bsky.app/profile/travisview.bsky.social,,
ada,Ada,Ada,Social - Instagram,Travel,2,adamserwer.bsky.social,Adam Serwer,0,Romanista. Buy my book: https://www.penguinrandomhouse.com/books/665171/the-cruelty-is-the-point-by-adam-serwer/,5,MEDIUM,https://bsky.app/profile/adamserwer.bsky.social,,
ada,Ada,Ada,Social - Instagram,Travel,2,adamkinzinger.substack.com,Adam Kinzinger,0,Dad. Husband. Former GOP congressman. Voted to impeach Trump. Now fighting for our democracy. Lt. Col. Air National Guar,5,MEDIUM,https://bsky.app/profile/adamkinzinger.substack.com,,
ada,Ada,Ada,Social - Instagram,Travel,2,adamparkhomenko.bsky.social,Adam Parkhomenko,0,"Dem Strategist. Dad to Cameron, Paxton & Brooks. https://TheAltMedia.com
https://youtube.com/@adamparkhomenkoshow",5,MEDIUM,https://bsky.app/profile/adamparkhomenko.bsky.social,,
alex-goldman,Alex Goldman,Hyperfixed,Podcast,"Tech, Culture",2,agoldnerd.bsky.social,Alex Goldman,0,"Tech nerd, game player, reader, writer.",5,MEDIUM,https://bsky.app/profile/agoldnerd.bsky.social,,
blake-chastain,Blake Chastain,The Post-Evangelical Post / Exvangelical,Podcast,Faith/Religion,2,brchastain.social,Blake Chastain,0,"Author, Exvangelical & Beyond: How American Christianity Went Radical and the Movement That's Fighting Back. Host: Exvan",5,MEDIUM,https://bsky.app/profile/brchastain.social,,
dmitri-alperovitch,Dmitri Alperovitch,Geopolitics Decanted,Podcast,Foreign Policy,2,dmitri.silverado.org,Dmitri Alperovitch,0,"Geopolitics, Russia, China, Cyber
Chairman @silverado.org
Author of WorldOnTheBrink.com
Host GeopoliticsDecanted.com pod",4,MEDIUM,https://bsky.app/profile/dmitri.silverado.org,,
gabriel-sanchez,Gabriel Sanchez,Gabriel Sanchez,Social - Instagram,Culture,2,gsm7.bsky.social,Gabriel Sanchez,0,"Economist at the IBD, professor at UTDT, aspirational writer",5,MEDIUM,https://bsky.app/profile/gsm7.bsky.social,,
jason-mundok,Jason Mundok,So Good Lancaster,Podcast,"Culture, Food, Art, Lifestyle",2,jmundok.bsky.social,Jason Mundok,0,"A not-famous musician and podcaster from Lancaster, PA. 

@sogoodlancaster.bsky.social

#lancasterpa",4,MEDIUM,https://bsky.app/profile/jmundok.bsky.social,,
jose-antonio-vargas,Jose Antonio Vargas,Define American,Website,Immigration,2,joseiswriting.bsky.social,Jose Antonio Vargas,0,"Founder of @defineamerican 
Co-founder, @1587sneakers 
📚: White Is Not a Country, Dear America
🎭: Here Lies love  
🎓: Va",4,MEDIUM,https://bsky.app/profile/joseiswriting.bsky.social,,
kate-wagner,Kate Wagner,McMansion Hell,Website,Architecture,2,katewagnerschleigh.bsky.social,Kate Wagner Schleigh,0,"Mom, stepmom, Girl Scout leader, legislative aide, and lover of good beer. 🍺",5,MEDIUM,https://bsky.app/profile/katewagnerschleigh.bsky.social,,
lisa-morris,Lisa Morris,Lisa Morris,Social - Instagram,Travel,2,lmorris-author.bsky.social,Lisa Morris,0,"Author, poet, editor | EIC @ Q&C
Chaotic and feral. 
🏳️‍🌈🏳️‍⚧️🇵🇸🇺🇦
BETHESDA - 2026 - Quill & Crow Publishing House",5,MEDIUM,https://bsky.app/profile/lmorris-author.bsky.social,,
liz-carlson,Liz Carlson,Young Adventuress,Website,Travel,2,lizcarlsonart.bsky.social,Liz Carlson Tomczak,0,"Artist & teacher in Saint Paul, MN
🐶Noodles mom
Mrs.Studio406Provisions",5,MEDIUM,https://bsky.app/profile/lizcarlsonart.bsky.social,,
samuel-sinyangwe,Samuel Sinyangwe,Mapping Police Violence,Website,Criminal Justice,2,samswey.bsky.social,Samuel Sinyangwe,0,Data Scientist. Mapping Police Violence.,4,MEDIUM,https://bsky.app/profile/samswey.bsky.social,,
julian-feeld,Julian Feeld,QAA Podcast,Podcast,"Comedy, History, Media/Power",2,superstructurepod.bsky.social,Super Structure with Julian Feeld,0,"Current events, history & politics podcast w/ Julian Feeld & Jon Gabrus about the power of propaganda, political repress",3,LOW,https://bsky.app/profile/superstructurepod.bsky.social,,
ada-tseng,Ada Tseng,Ada Tseng,Website,"Identity/Belonging, Culture, Food",2,,,,,0,NO_MATCH,,,
adedayo-fashanu,Adedayo Fashanu,TANTV,Website,Travel,2,,,,,0,NO_MATCH,,,
aleah-seth,Aleah & Seth,Aleah & Seth,Social - Instagram,Travel,2,,,,,0,NO_MATCH,,,
alexis-buchanan-thomas,Alexis Buchanan Thomas,Black Girls Do Politics,Website,"Politics, Identity/Belonging, Gender",2,,,,,0,NO_MATCH,,,
alina-zubanova,Alina Zubanova,Alina Zubanova,Social - Instagram,Travel,2,,,,,0,NO_MATCH,,,
alisha-miranda,Alisha Miranda,Alisha in the Biz,Website,"Restaurants and bars, Food, Culture, Local",2,,,,,0,NO_MATCH,,,
asia,Asia,Asia,Social - Instagram,Travel,2,,,,,0,NO_MATCH,,,
bethany-looi,Bethany Looi,Bethany Looi,Social - Instagram,Travel,2,,,,,0,NO_MATCH,,,
bianca-ling,Bianca Ling,Bianca Ling,Social - Instagram,Travel,2,,,,,0,NO_MATCH,,,
brace-belden,Brace Belden,TrueAnon Podcast,Podcast,"Government Accountability, Media/Power",2,,,,,0,NO_MATCH,,,
brinda-sharma,Brinda Sharma,Brinda Sharma,Social - Instagram,Travel,2,,,,,0,NO_MATCH,,,
bruce-maples,Bruce Maples,Forward Kentucky,Website,"Politics, Local",2,,,,,0,NO_MATCH,,,
caitlin-schmidt,Caitlin Schmidt,Tucson Spotlight,Website,Entertainment/Hollywood,2,,,,,0,NO_MATCH,,,
caleb-harmon-marshall,Caleb Harmon-Marshall,Gate Access,Video - TikTok,Travel,2,,,,,0,NO_MATCH,,,
cameron-cowan,Cameron Cowan,The Cameron Journal,Website,Culture,2,,,,,0,NO_MATCH,,,
camille-copeland,Camille Copeland,Generocity,Website,Education,2,,,,,0,NO_MATCH,,,
chai-sunkist,Chai & Sunkist,Chai & Sunkist,Social - Instagram,Travel,2,,,,,0,NO_MATCH,,,
cherie-brooke-luo,Cherie Brooke Luo,Tiger Sisters,Podcast,Personal Finance,2,,,,,0,NO_MATCH,,,
christine-platt,Christine Platt,The Afrominimalist,Website,"Culture, Identity/Belonging",2,,,,,0,NO_MATCH,,,
claire-mcnamara,Claire McNamara,Oh My Rockness,Website,"Things to Do, Music",2,,,,,0,NO_MATCH,,,
cristina-pulfo-andrea-razeto,Cristina Pulfo & Andrea Razeto,Cristina Pulfo & Andrea Razeto,Social - Instagram,Travel,2,,,,,0,NO_MATCH,,,
curtis-chang,Curtis Chang,The Good Faith Podcast,Podcast,"Faith/Religion, Culture",2,,,,,0,NO_MATCH,,,
danica-samuel,Danica Samuel,Vainqueur Magazine,Website,Fashion,2,,,,,0,NO_MATCH,,,
danielle-desir-corbett,Danielle Desir Corbett,The Thought Card,Podcast,"Culture, Travel",2,,,,,0,NO_MATCH,,,
dario-durham,Dario Durham,77 Flavors Of Chicago,Website,"Restaurants and bars, History, Culture, Local",2,,,,,0,NO_MATCH,,,
dermot-cole,Dermot Cole,Reporting from Alask,Website,"Politics, Local",2,,,,,0,NO_MATCH,,,
desmond-latham,Desmond Latham,History of South Africa Podcast,Podcast,History,2,,,,,0,NO_MATCH,,,
dmv-adventures-chris,DMV Adventures Chris,DMV Adventures Chris,Video - YouTube,Travel,2,,,,,0,NO_MATCH,,,
dr-jennifer-ashton,Dr. Jennifer Ashton,Ajenda,Website,"Health/Wellness, Fitness",2,,,,,0,NO_MATCH,,,
eddy-brotemarkle,Eddy Brotemarkle,Wichita By E.B.,Website,"Local, Food",2,,,,,0,NO_MATCH,,,
emily-oster,Emily Oster,Parent Data,Website,Parenting,2,,,,,0,NO_MATCH,,,
emily-silverman,Emily Silverman,The Nocturnists,Podcast,"Health/Wellness, Day in a Life",2,,,,,0,NO_MATCH,,,
emma-grede,Emma Grede,Aspire with Emma Grede,Podcast,Business,2,,,,,0,NO_MATCH,,,
erin-allmann-updyke,Erin Allmann Updyke,This Podcast Will Kill You,Podcast,"Health/Wellness, History, Science",2,,,,,0,NO_MATCH,,,
esther-perel,Esther Perel,Where Should We Begin?,Podcast,"Health/Wellness, Mental Health",2,,,,,0,NO_MATCH,,,
fari-sanyika,Fari Sanyika,Fari Sanyika,Social - Instagram,Travel,2,,,,,0,NO_MATCH,,,
farrah-malala,Farrah Malala,momofmamony,Social - Instagram,Travel,2,,,,,0,NO_MATCH,,,
florian-sohnke,Florian Sohnke,Chicago Contrarian,Website,"Government Accountability, Politics, Local, Crime",2,,,,,0,NO_MATCH,,,
gabrielle-judge,Gabrielle Judge,Ms. Anti Work,Video - Instagram,Culture,2,,,,,0,NO_MATCH,,,
ginny-yurich,Ginny Yurich,1000 Hours Outside,Podcast,"Outdoors, Parenting",2,,,,,0,NO_MATCH,,,
hannah-gaber,Hannah Gaber,Jew-ish,Podcast,Identity/Belonging,2,,,,,0,NO_MATCH,,,
ilyssa-panitz,Ilyssa Panitz,The Divorce Hour,Website,,2,,,,,0,NO_MATCH,,,
ivan-oransky,Ivan Oransky,Retraction Watch,Website,"Science, Health/Wellness",2,,,,,0,NO_MATCH,,,
jared-byas,Jared Byas,The Bible for Normal People,Podcast,Faith/Religion,2,,,,,0,NO_MATCH,,,
jason-fraley,Jason Fraley,Beyond the Fame with Jason Fraley,Podcast,"Film/Movies, Music, Entertainment/Hollywood, Comedy",2,,,,,0,NO_MATCH,,,
jason-kottke,Jason Kottke,Kottke.org,Website,"Tech, Art",2,,,,,0,NO_MATCH,,,
jeff-eager,Jeff Eager,The Oregon Roundup,Website,"Politics, Finance/Economics, Local",2,,,,,0,NO_MATCH,,,
jen-ruiz,Jen Ruiz,jenonajetplane,Video - TikTok,Travel,2,,,,,0,NO_MATCH,,,
jesse-ogundiran,Jesse Ogundiran,Jesse Ogundiran,Video - YouTube,Travel,2,,,,,0,NO_MATCH,,,
joanna-goddard,Joanna Goddard,Cup of Jo,Website,"Parenting, Lifestyle, Home",2,,,,,0,NO_MATCH,,,
jordan-gass-poore,Jordan Gass-Poore,Hazard Podcast,Podcast,"Investigative, Climate/Environment",2,,,,,0,NO_MATCH,,,
jose-luis-vilson,Jose Luis Vilson,The Jose Vilson,Website,"Education, Identity/Belonging",2,,,,,0,NO_MATCH,,,
kaiser-fung,Kaiser Fung,Junk Charts,Website,Data Visualization,2,,,,,0,NO_MATCH,,,
katie-romero,Katie Romero,Katie Romero,Social - Instagram,Travel,2,,,,,0,NO_MATCH,,,
khadija-mbowe,Khadija Mbowe,Khadija Mbowe,Video - YouTube,Culture,2,,,,,0,NO_MATCH,,,
king-demetrius-pendleton,King Demetrius Pendleton,Listen Media,Website,Immigration,2,,,,,0,NO_MATCH,,,
kris-mcdaniel,Kris McDaniel,LittleTechGirl,Website,"Tech, Home, Design",2,,,,,0,NO_MATCH,,,
kristen-wile,Kristen Wile,Unpretentious Palate,Website,"Food, Local",2,,,,,0,NO_MATCH,,,
lance-lambert,Lance Lambert,ResiClub,Website,Housing,2,,,,,0,NO_MATCH,,,
laura-weffer-cifuentes,Laura Weffer Cifuentes,Esta es la Cosa,Website,"Local, Politics, Government Accountability",2,,,,,0,NO_MATCH,,,
lawrence-schlossman,Lawrence Schlossman,Throwing Fits,Podcast,Fashion,2,,,,,0,NO_MATCH,,,
libby-rasmussen,Libby Rasmussen,Libby Living Colorfully,Video - Instagram,Culture,2,,,,,0,NO_MATCH,,,
liz-franczak,Liz Franczak,TrueAnon Podcast,Podcast,"Government Accountability, Media/Power",2,,,,,0,NO_MATCH,,,
luc-clement,Luc Clément,SUDNLY,Website,"Design, Art, Culture, Architecture, Lifestyle",2,,,,,0,NO_MATCH,,,
maggie-sellers-reum,Maggie Sellers Reum,Hot Smart Rich,Website,"Business, Personal Finance",2,,,,,0,NO_MATCH,,,
marcy-wheeler,Marcy Wheeler,emptywheel,Website,National Security,2,,,,,0,NO_MATCH,,,
maria-hinojosa,Maria Hinojosa,Futuro Media,Website,"Immigration, Identity/Belonging",2,,,,,0,NO_MATCH,,,
mark-manson,Mark Manson,Subtle Art of Not Giving a F*ck,Podcast,Explanatory,2,,,,,0,NO_MATCH,,,
matika-wilbur,Matika Wilbur,All My Relations Podcast,Podcast,"Culture, Identity/Belonging",2,,,,,0,NO_MATCH,,,
meena-thiruvengadam,Meena Thiruvengadam,Travel with Meena,Website,Travel,2,,,,,0,NO_MATCH,,,
megan-raposa,Megan Raposa,Sioux Falls Simplified,Website,"Local, Politics, Education",2,,,,,0,NO_MATCH,,,
meghan-ramsey,Meghan Ramsey,Meghan Ramsey,Video - TikTok,Travel,2,,,,,0,NO_MATCH,,,
